id,name,description,component_set_id,key
130:4947,navigator,,,65f2aa196376ec74f23d228046102aa6ba7a2c18
130:4950,navigator-alt,,,1976c46e4995cc22a918b87bab06501b1b7c8fbd
130:4953,pin-alt,,,543649a1138f5fdcf690225797fe5ca2924b204e
130:4956,add-pin-alt,,,f9924a5c12c0ca5c060b590d6ffe2b1392bd245f
130:4960,minus-pin-alt,,,67d5175baf54e32d5e84471c0744682de2e79b03
130:4964,remove-pin-alt,,,cb6bfc208bd80781d8c25217b3dbbe3b84510c1c
130:4968,suggestion,,,4fadf1c0487df0b053fdf408a09d32de582e1774
130:4971,position,,,5c27f62a811ceca3906a764787bcf0911833682f
130:4977,map,,,8718d526b61a4f1a448d885bc1a62000fc53be9c
130:4979,gps,,,6ff70d4f15b2324a48ff84e3d08e5367ee0e8296
130:4984,maps-turn-right,,,1f0f1ed47e533139193dca326a55cf4030eb057f
130:4988,maps-turn-left,,,3862d0f02299eeb000f9eb278a436cda6306ac80
130:4992,maps-go-straight,,,1538eaa17757f24a3da9dac008c9aaf6f2dc4a95
130:4995,maps-turn-back,,,5bc980a7bb7e29a19f24027d39e295fe8e92e53d
130:4999,maps-arrow-issue,,,6a9a16b0aee066830db8c1100dfa3a6a36ba907b
130:5002,map-issue,,,c08698ea2a84bcb923000ee4cbed6344faa7cc63
130:5006,360-view,,,91aecbdf1831a51f3cc8f16d8368f3ce504b6dd1
130:5016,music-double-note,,,78edc9f75248effbc084d1e3164d330d7196f9ac
130:5020,compact-disc,,,52ab4386202d23e93cd18dbfb4b97d37ff8a855c
130:5023,music-double-note-add,,,9792f426857dd0ef346854a5cd8a8e234d5977db
130:5029,album-carousel,,,fbc582524b7bb39e61e42ef96a21a86d77eb671a
130:5033,shuffle,,,5588785c34d37ad01855268a0ded3f9d5ea383b3
130:5038,repeat,,,0bac0ada9c8cc584d6be6428f04d80c07eb293ed
130:5041,repeat-once,,,eb9622bae5941ecc15ca0720110d5618869436d8
130:5046,album-carousel,,,5b2df4b9d0730139f176bc455604a07474d71cc3
130:5050,album-list,,,018b543831e6864e0afa1418dd9bd84c03745e13
130:5054,album-open,,,83fb9d72c58e14c1cd9e5cd1dfae26a33cd336fb
130:5059,album,,,6988f157a41865ccc2e8f2f53ee5d772529ee033
130:5062,playlist-play,,,bcca0feeef31d412c9cf24b2192f09fbb30b8ddd
130:5068,play,,,6501c14b48ee639863bb6f77b27a7bf7facfb811
130:5070,forward,,,e454706ec4bb8349ed6ef2224238f539923e37bb
130:5073,pause,,,054c33594ea646707a2b28f967eb7d7727ab59f3
130:5076,skip-prev,,,f2b49bf427001beb5f0473a05f2c6b12aeef7ec9
130:5079,skip-next,,,27aab0b6e7ae4b25109b6f2821ae472655b6751b
130:5082,rewind,,,bea76166999dd6086af541429342a42f04309388
130:5085,music-note,,,08308672544eb15150e5d41365401475d0537021
130:5087,music-note-add,,,e3dd7d01eb93585b49567d718c8afa499f2bcb91
130:5090,playlist-add,,,890b00458f06384fab3a17c391f730ba92a883e3
130:5095,headset,,,30b75830897440e6afa4f7d469707b6261ad33d4
130:5099,headset-charge,,,892134a3aec7111fe1810eaaae9efd5b0041c986
130:5104,headset-issue,,,59261533f43caadba4c51b649bda9ffd8e23c6a5
130:5111,playlist,,,bc79790fa82561ea2be01ffc7b40d8a18175c8a2
130:5116,forward-15-seconds,,,78ddaf9dcde6d05695f275de5de10ba6a95fe50c
130:5121,backward-15-seconds,,,e37a79d5cde0009e0e3a039eb20ce082be0d9ac0
130:5126,lullaby,,,96506572a90664758f6d7293ea582a707c7ccfa0
130:5129,spotify,,,ff8959a13edfc834546d90602404278a1a47fc97
130:5138,selection,,,87ff4e2f06b642d4785abe41c1b3ed3c6330e1d7
130:5147,maximize,,,7e53a1c870adf9ef5c0818f6b1d213f98296720e
130:5152,divide-selection-2,,,a3db3bedfbf56c74d2e7d40cd00e702f1b3370d6
130:5160,divide-selection-1,,,a79d79988f7adec79efa1e39328f87405c77f055
130:5166,compress,,,9adf94df00355eab36feefb30dcb4c317801653c
130:5170,add-selection,,,09d57265b8174132f2b3de82f14b012804d75648
130:5180,de-compress,,,cfb12807f7c35844469e1c5efcba0b0d8f433179
130:5184,remove-selection,,,e7dc022a0d5b5ca69974085b6784eb3fdff40043
130:5194,copyright,,,9b518be4a30afda3a4c585c57ac57b1bad10c5d2
130:5197,trademark,,,3a5bc958470a431275b6b9a650cb9f28d772967b
130:5200,import,,,ddcb3484987cccc8f448b3f7f0b5f89a6e26de65
130:5203,translate,,,f7f6e1bfff0f3105d49fac747823156999c8040a
130:5207,white-flag,,,c6614a986f228e907f7753b89c1ea07bbaa1f0e8
130:5209,dash-flag,,,7e2d8bdb4ddac7f0cbaa76fe4b0bb065ee497ada
130:5212,timer,,,3adbbd598fbc5b63efab06797186bb7bf9fda9e7
130:5216,clock,,,c67d36efb36417f29c865821cb70950f65cfa09d
130:5219,alarm,,,c682984ef0e16d786be49da7a9eb200940658959
130:5224,timer-off,,,90cb63ef056823f3e19fa6231872650e8ff18a45
130:5229,language,,,6cfac90a9f53563f6993e100ff0533846254f256
130:5235,activity,,,7cf1a9e704515d82525f78c298877ada08864849
130:5237,soap,,,913c0a2c08c6e53e4da068eb53185f45d96414e0
130:5241,gas,,,f864d8e246498431e7133954ddd0f8579893cc4a
130:5245,dialpad,,,7c6a1eb9d73ce283aa1d66747074e8c35766bfb7
130:5256,triangle-flag,,,ec959c91afcd52e8c87e63d607894daa65fe5f87
130:5259,triangle-flag-two-stripes,,,8f00ec89b7eba6b9719a4c8dc0dc46252f20d901
130:5262,triangle-flag-circle,,,8b8c71c12fc31417e0c2ef9b89c1c1dec47bb795
130:5264,page-flip,,,5fcc9c991148c141f4aafcfbae5434d2134b8926
130:5269,link,,,3dfa255d70dd0430172a914aef49b6e251f568f0
130:5272,lifebelt,,,e99725e5c279fef830f4fc8e6856e6a6689ef188
130:5279,battery-indicator,,,878b0b31cdb87a972e6ada5bf28907fe3a68e354
130:5283,file-not-found,,,846d2dd6f0ac67521bbc4c21a66708af0db5d516
130:5292,half-moon,,,c7715908b2f3051b1d62681f3dd2b2505e3951b8
130:5294,notes,,,4638b87f56221794fd8e4d29acd5c1860e6be133
130:5299,gift,,,67e992f93b7733ae645a678ba3d9ae91a201cfad
130:5305,qr-code,,,88c4a08fb9bbd86b2477dccf765ba80b8badd899
130:5326,scan-qr-code,,,f824baeb82dffd4f81854138171618106eef2aa7
130:5345,remove-link,,,898007843dc315eb5668f8c32f23c9b4308db6f6
130:5350,no-link,,,f37fbc5ada6cdd07d3098ab3956381b409f36e1d
130:5359,pine-tree,,,9c52af6f6f78db6fe1ae7385f6c4ed12def62077
130:5364,tree,,,0ee627669ed0fd9f522e6cf79d19310b00a2b0d1
130:5369,african-tree,,,e3a3a4369a21e18ab841dc57949e235fd59dc10d
130:5372,clean-water,,,4068a1373436579abb11aa71d794ed52a3a81b28
130:5375,leaf,,,022a5efa1fbfc938f0d615b778f206894d5fdeb3
130:5378,vegan-circle,,,fb2183479cbc98216010e195582a08867d25cc7c
130:5382,organic-food,,,7a9aacd41fdf1d99787466c0dacef925ad64a9c3
130:5386,soil,,,593e4418937be005a0e701cc639e186deb1c6c41
130:5402,soil-alt,,,2fd292053ec4f33f415c9687ff15da02e9be9de9
130:5414,watering-soil,,,f734b3dd96b56497b8cdd3a49222aaf6c42e6776
130:5424,ecology-book,,,a0b8990e1a042c75cfe64e15a10291edcea8fd75
130:5431,organic-food-square,,,739e4f3a487fe616056b675c3217ec3901e9ff8b
130:5436,vegan-square,,,3fa6da3a7557b0bf3428e79738492ae78a62131f
130:5440,vegan,,,45fd20c91d46776ff7ba533d55342081890e11e5
130:5447,video-camera,,,f2f29d2cbd33004559ad463b7952036e8db8a58d
130:5449,video-camera-off,,,a7776f4aa5deff096fe7951113c97187128aff3c
130:5452,rotate-camera-right,,,7b977d181cc01de91b54e8e88279ed1c4c73dff7
130:5457,rotate-camera-left,,,84dbde341a725954a4a8317658a2f1bd0ec33560
130:5462,camera,,,c49b636dffb1899a9ce26c7cd89cab3aa7990954
130:5465,panorama-reduce,,,089c9c3756a100aaa9a600941153b7ced04e1e3d
130:5467,panorama-enlarge,,,f9a9dc6b517e8f770a5f871ca3b7863c2c32f524
130:5469,hdr,,,fa7abea05636dbb015904d8ff22cfcd5a4b7ba80
130:5473,expand,,,3a01c526a82e4513353fe7b7f891e8174323605d
130:5478,collapse,,,41b393053a13a950fe12a173bde8770a5f18ad77
130:5483,enlarge,,,e8d98fc8f5b55447e5bfcd06baad85fec1a526a9
130:5486,reduce,,,3613f5af18758220e78ca743c5f953710dd2517c
130:5490,hd,,,129b26ae210a250d09ff6478995ae4133313c3f0
130:5493,fx,,,081102db25a015fd9714bbfeccc7913f9f575507
130:5497,fx-tag,,,9cc53340cf26a439d59dac627d7119ca07cf1a8b
130:5502,media-image,,,b63b8f0fa3313405c1f1d35e218d4bfb499ce437
130:5506,add-media-image,,,6b376a053f81f3adda594780fd8a7e30cfa2835a
130:5511,remove-media-image,,,faf259f766046a5cb4d2a916b934b9d152e61da0
130:5517,media-image-list,,,e4718f8c50b59b420bbe45609af75e68ea8864cd
130:5522,media-video,,,a0ff433e955b3a6aa7fd2168c7c0262e7a65e3ff
130:5525,add-media-video,,,5b0d8ffe4beac5e4220196d723f3724edaeb7cc4
130:5529,flash,,,a5ecd280e24b478e31d3b6d58d1390b1badebc96
130:5531,auto-flash,,,148b5bdeca2b9737434e0bc30f23c4922e1eff81
130:5534,flash-off,,,150517549261004719bdbc9647b145c828118a23
130:5538,remove-media-video,,,0253f4a326a9ddc47d9d0e59f2150b1996d5f172
130:5543,media-video-list,,,b670c843f8c747ac2f059eccf121b68d2f10ae22
130:5547,media-image-folder,,,6f212f8ce987748637c9de3ed1e1c2ef26b09d9d
130:5552,media-video-folder,,,c2e9332cc0310030e6021c225ff84c733aab9d04
130:5556,hd-display,,,9fd6c49d732ed46652865eb828378f977c7622de
130:5560,closed-captions,,,a746a9c4a47eeb83a3ce80ddc65fa7b09f71dba2
130:5564,jpeg-format,,,c5ea762b089decf1bb40a07df92acedaa0ff2bcb
130:5572,png-format,,,b66cad2071c7017c846dc4f1804085aba8436c89
130:5578,svg-format,,,5e760a58619602e52c9a76a91f951400d3e60f2c
130:5584,avi-format,,,fd6e7a8554032aa5071de97caa62b78e8e010659
130:5590,mpeg-format,,,126e441be4453b162a7db15706ab8734b343fcfd
130:5598,gif-format,,,a8dc5427a8762147e0bd74c0be76b3144d37aaed
130:5606,jpg-format,,,c73414f7891fd1452ab645ec49fd590b83fb4e35
130:5612,webp-format,,,dac1de92a91c998953a8b76214933873fa09ea83
130:5621,raw-format,,,02c0ece18d8b488f8164124a856c5e17618fee3a
130:5628,tif-format,,,55eb66b0bc739ae4a5061ccf4c39be4d578fa70c
130:5635,tiff-format,,,1a1a5ab8cce0efefa76b286f388cef563ff386e8
130:5644,screenshot,,,c29566e63dee435ebaf8d7f7242d6013f0b37d78
130:5657,historic-shield,,,787d3668711e5a4c9c6d75aebbd3703701621d6b
130:5659,shield,,,f2d1241cfac3fd7e8d9f03585a269391f8dff3ad
130:5661,shield-alt,,,65a4507da9c37156e50270d3f3fdb67b3951c6e0
130:5663,shield-alert,,,9189b119725af492401b56d7352e1b7c37cb493f
130:5667,shield-question,,,08a2a11547136e616581d2d41028b009976bb503
130:5671,shield-cross,,,cf2f30ef2c4152214ff8b855cecfb225389dec38
130:5674,shield-check,,,271257eeb26ca8d578d8d4baa7486904880defd0
130:5677,key-alt-plus,,,17aaa0ded35454e971229660a092dc485a8231ad
130:5681,key-alt-minus,,,587a01ec5151a7830b8dceba672b848d678b82e1
130:5685,key-alt-back,,,8e0109d47f9410253464c5f33be81cdea6c411be
130:5688,key-alt-remove,,,05727bab1a214063a192e55b680d912d28e2619a
130:5692,key-alt,,,2d350c22b11a94105597c8513a6215bdb63b5d68
130:5696,shield-loading,,,c8c4f81ce511974b44cfb559223f7121cf76ce89
130:5701,shield-broken,,,4e264467de078f0f3d0a18e6f137c0babc34a439
130:5704,shield-add,,,59e0988a3b65a24c69ef05594f4d001da459c9b8
130:5707,shield-minus,,,7bce3ba90027beb582ddf7459c6ab0b3dfa3b295
130:5710,shield-search,,,829ea4cf429d46b40e051333bca4e8f12d1d662b
130:5714,shield-eye,,,b42fa878e50ecbe1d6e517df515cc569b49b28a6
130:5718,shield-download,,,851516a7f79f62ea13267297a11d9ba892fb9a38
130:5721,shield-upload,,,222c155339593601656668a318c4fecc5f91b0bd
130:5724,tower,,,8c20288b52f1b25eb6a07c29085f429aedbc3200
130:5726,tower-warning,,,7680f55c99b90a291abf1422d8302fda56f963d9
130:5730,tower-no-access,,,d1f09a481c5c5909cdc9582ba07c6fe89c2572c1
130:5733,tower-check,,,63b636892eebde6312c34ac0cd876b5c8c3e0a00
130:5737,historic-shield-alt,,,f70d043cf0d1618ef34db138c8587201e2dea349
130:5741,open-vpn,,,cb41e32266a83823422257e4dbceeb2169f55e40
130:5745,lock,,,ecdc1f1e0b9a2d8a07ce5f4f4056da6418d09c5c
130:5747,no-lock,,,3e276bf616ba7bbe0e978a2ea9e1a9c78d441145
130:5753,password-pass,,,8f4a6cdfa288ac88568547019d53eea9bb093ed5
130:5759,password-error,,,d61660f158de421942bba507d89f25b5e2fcfea2
130:5765,security-pass,,,3c564f5675acaa3e5931dd84a5501e0828920a58
130:5768,password-cursor,,,afc84905cda18eadb46fdcbf3cf1a1014feac7c2
130:5774,pc-firewall,,,bb41e2d996ad810472bac59b94f9ed5006f53869
130:5778,pc-warning,,,fc21147de8d6d4c7f2d0e4c57064001a20e2211d
130:5783,pc-check,,,dce67bb038465c12da469bc7e1e33b22c4038ea3
130:5787,pc-no-entry,,,2a820cd7f48123945b49013c79317f08e74cf326
130:5792,ip-address,,,6208a1172d3bc40c0465497c055ab6a2eccfcd45
130:5801,circle,,,cf843995651b4152cc861c6d2af1889b09f4de75
130:5803,rhombus,,,408554886df1970f9f864ef2d8c8b96d42e0cee1
130:5805,pentagon,,,2207fd09bb595ebc4e8626f0dbae0ea791566a87
130:5807,hexagon,,,05e01d1b66408c555137149cd3d56059780e471c
130:5809,square,,,192d7cf2bd57ab5af04da5170740fe16ff354d55
130:5811,minus-hexagon,,,72f1e8c00a9da7b93e8a462f2c2f30fad8f9c055
130:5814,add-hexagon,,,6fb8ba1fe59a42e8a72f745a13783db4a3512c85
130:5817,triangle,,,5324206daed9c7ec2c955b230a26ce2b72d4bfa6
130:5819,octagon,,,7aa8647cceee6ba0afe99a26ef00e3c352d3a24c
130:5821,heptagon,,,4e5b3ee1c38c1fe3d593af7e5e2cd57546f0b0b3
130:5823,flare,,,eb6a95cda20ce76933029255192f61ec595c04ff
130:5825,hexagon-alt,,,82509f8ff59ee8e425d73b8d14b1b52b0d2d79d8
130:5831,cart,,,444bf960d2471504ea0397acdcf35d958cb45de9
130:5836,cart-alt,,,7e53da7a45c8a2e4fdf07d15941dd0c15b24e68c
130:5842,shopping-bag,,,fbb6e960d3d9258d777f731c31ab1c4a607a8e31
130:5845,shopping-bag-alt,,,c1b7249364ca3500f8a7ddcc21d65be78e4f2d11
130:5850,shopping-bag-check,,,31ba0be5f8ca9f8005520a0cfd140daaef5301bf
130:5854,shopping-bag-issue,,,0f579c8d442a4307adf3822fe29f6f7c07900f84
130:5859,shopping-bag-arrow-down,,,afa610a23431b9af5afa15b52aeecdc40ee6cf7c
130:5863,shopping-bag-arrow-up,,,fa11da5ba6003eda770b6fcccaa30c3f47e63e8f
130:5867,shopping-bag-add,,,3b8de52747ae2948a489b24cb4ebdd7e20893214
130:5871,shopping-bag-remove,,,e819780d53c72819f8f5c1bf79b639964b01df3f
130:5875,simple-cart,,,affa0d11c3ec33a02c2c94f7ac5fd9aa0aa238cc
130:5879,add-to-cart,,,749711d3342362ba9530e3d349c4af5dc4754537
130:5885,remove-from-cart,,,2008619b63eb2b8d364e38bce0dd7b341de05078
130:5890,user-cart,,,b5f853dac4f3df21f4047ab53fe5edb669080159
130:5896,user-bag,,,5f7329249c4836b8551ccd63d6ec96e67cce9356
130:5901,shopping-code,,,fed814ec9d35df018433aeed828c9ebadcb0b919
130:5914,shopping-code-check,,,c24ba8b083dc6ebd847c02d2beeee7dc376b892f
130:5926,shopping-code-error,,,50ab0a3e6bb97bc9c65d8e2ae1f2542a918e5c35
130:5938,barcode,,,5b3dbef5ff1e290b56b4ff5cd0faac47310e1128
130:5946,scan-barcode,,,7713a6800fc2f0f1b33ab2aa971b7737c17d34f1
130:5962,consumable,,,1971796de1cec3662301383401ecfd2473e78148
130:5971,magnet,,,089439d7402fd0d32a85e203d004e0f8006ee708
130:5976,flask,,,4470a6c73b07b5e2f63fcba9ee289dccaab441f7
130:5982,round-flask,,,922b56db4cdf45ba7bb02abc518ab2e08be866a7
130:5988,magnet-energy,,,24808d86b6391f34a9b000458c3c3738fa4aaa0d
130:5996,atom,,,ec8a027276f6d9cb6c21f369b76eb262359231b8
130:6001,test-tube,,,fa6675d3661e686d5ad77ef9211a1a80866ff0a1
130:6004,hydrogen,,,74274751d1c2a007acbfa7879ea7a8602dea9319
130:6007,carbon,,,0c1c632ff462800a03db8724a006ae0e2a8ca336
130:6010,nitrogen,,,1469d421d420f676e66b4d5c74ab2dcb356f39be
130:6013,oxygen,,,f017b460754cf57f91e9b1e0ed6e5521778245ee
130:6016,fluorine,,,499e1955fd7f61c932fb28d48ab8ad9fc8c05fa5
130:6020,planet,,,006bdd56062bb2f24519ad6d6c63647f9ac08aed
130:6024,planet-alt,,,6b0872b84d277bb7a2e2d096f0a990fadbb185d1
130:6027,dna,,,8666e5d1f145848b49ace77874b89c1e1ffb9873
130:6034,graduation-cap,,,a97ad1fb61dcdab865d8e2106a09eb0508f56465
130:6038,radiation,,,e18357d957fb41b38c7d9600b85e749aa7a84d39
130:6048,x-coordinate,,,87688bfed81b217e35727b86d28b86e34a01749c
130:6052,z-coordinate,,,15fd58e349c1b028e3e8c8784aaeefad84e4f07c
130:6055,y-coordinate,,,9f83c98a688a20ed024b7096ceefbab525c6d4e4
130:6059,planet-sat,,,31a53a7ae7ac70afec3978f821f5d8b32b2b7a4e
130:6063,moon-sat,,,97890526cafd1341a69cab561011839d4d7e1235
130:6069,rocket,,,da0aceddf67f1574e78daa063bf5dcf9f9fbeea6
130:6075,infinite,,,8c1967f51546c5e7bef0c815850712a811bc9523
130:6078,depth,,,0b2101919b8f0d176dfa6c50cc2eea9d2254d999
130:6089,heating,,,a652a0bcc810e84cc4979f96f35d9c916932c366
130:6094,cooling,,,dbca81f1dbab21b833a546d640a8aaf1280ba2b0
130:6097,rubik-cube,,,53095659efe2e79dd25610796f381c319c089182
130:6103,vials,,,3ee7b4bf0cecfc23599c3869bfdb43c6b594814c
130:6109,inclination,,,4c72f53adb2e3ff0874a4e4a5d1d6dda35fd64c5
130:6112,brain,,,eb992d54b63f66b2f653a15fa9e0eb147874aa98
130:6124,brain-warning,,,d6c4cd19ccc7168c6e0e2ec57810e4c455f26bd4
130:6137,brain-research,,,fd69c2d3be6860ca0bf723fbccec9d65747ce051
130:6150,brain-electricity,,,dfe9ea5cc1ff336fe1cb043109586704b73cb39a
130:6162,microscope,,,78da813b72df69f81bdb9b9b8c9709d1cec0c051
130:6169,diameter,,,6558670c4b7c5400e74dddfb0189f22b29b6068e
130:6172,radius,,,133893d6d59762f6e4e9d80bb20372d509f48d15
130:6177,sine-wave,,,229937a3273b4fe1d43f8d51a7ef2fd23eed20e3
130:6183,square-wave,,,0ecc8fd69e88703011b5c99d523bfcc68550ba64
130:6191,medium,,,3dbd23be52bbb9aa27026a43ba417243e3cde6a9
130:6195,facebook,,,5a4b4910da1636988d1d0d6b22b468454c554c7d
130:6197,twitter,,,f0d813faf22cbb8269ba740524749e5ec58c19cf
130:6199,linkedin,,,6bd09ee60f7a7ea8e21baa5b6381a451392e8abd
130:6204,telegram,,,6b65491ce7e6398ea1c80c0e114eda5feebc64d3
130:6206,google,,,27a856801d3bcbd678225b7dc585f167e5edf7ea
130:6209,instagram,,,67eddbe558c5917ce17ecd5f5f14f5c321d677a8
130:6213,youtube,,,f14461107117f463b28d4e8b8a67a2e1301579a5
130:6216,rss-feed,,,22dcb8605fc9c3a39cbc7fa44bf4e1ca24700b44
130:6221,google-circle,,,f21ac45c6d4f85b222dd4c35adb49cc4e0752082
130:6224,telegram-circle,,,29e71845d2add3091e1f1c128d2d9a0d4a9beb2a
130:6227,rss-feed-tag,,,11c155883dce504e4f4859c140435c8b017359b7
130:6233,tiktok,,,efc054fb028ed604ba286002ddc86f92aba89f0c
130:6236,facebook-tag,,,919d79590a96255b22447072a012cd380ceaf65f
130:6240,pocket,,,2ff5773eb699bf70f90f3e1d688fd3b39c9ccabb
130:6243,dribbble,,,ef1511a3f8c7a025dd69b1eb76bbed6cb33f9246
130:6248,verified-badge,,,c1c3fa83f98db2b0b173434b2e944bf8d30413cd
130:6251,twitter-verified-badge,,,5c649bf42e469419834920423476a7bdd2dfa08f
130:6254,snapchat,,,3181ab52601400b83e51605cbadb8ec1337f9932
130:6256,thumbs-up,,,1c1e8e8bfa9207ba1cb8d1606fe0bd7c5b02800f
130:6259,thumbs-down,,,6ceb3bde78ebd5fc89da750cc1d2b3c8cbec17aa
130:6262,stackoverflow,,,094266319fa5add1a09819be0991e8c749e3215f
130:6269,pinterest,,,36d7f88d95ed60846fce09c8b1d3d6ca07537ae1
130:6273,behance,,,5ea66b05339d299ccd5df5dce20ee02e8aae9ce1
130:6279,behance-tag,,,1bf9ed914a7b5d0b7265881421cfac5d24c20824
130:6285,discord,,,53a3ae68f24499a23f01f1a7ba726a013746f1b7
130:6291,yelp,,,a37e8e5e0996296b92c7dc199fd79d19d4342d26
130:6301,battery-empty,,,1d668014506c56fb96bd84a9da9a3b3996d9d847
130:6304,battery-warning,,,81e33d4bf45f5e73b06940f63f60c5b3f8dc36c1
130:6309,battery-25,,,a5efa3431b52b208c7f7c4ee8fb869c6a57d6ace
130:6313,battery-50,,,92ce882af37cfb9f8fabcc6d42e8eb22e6b3b351
130:6317,battery-75,,,a56dc33c0bdc87a32bfe46ecfe50f698bdaf41c3
130:6321,battery-full,,,e15eb17804e0c19ea89ac4665212a0f9ded194b6
130:6325,no-battery,,,194e6518678189ed98b89950287001ffd49e414b
130:6329,switch-off,,,a9b2281b0d67e37e140405aee7df088c0ce5944e
130:6332,switch-on,,,42800c4816d7b16377b996d5bcdecec0c1613183
130:6335,cursor-pointer,,,c35e553c4e80f6de59f22ce9367446427b522076
130:6337,terminal-tag,,,597009cf4c06e4b37c720239d18aea90fd72ab7b
130:6341,mac-dock,,,0dade6258a8fcbcb7e15f5836de975b6e26891b7
130:6349,cpu,,,10c8a4738de82b9d07f452594c77d75c84d72624
130:6364,cpu-warning,,,6182a515fc505f671f89d77409f054d30edb76f1
130:6378,settings,,,a701d0a579b18e91d972fd81c497dbf54e09d359
130:6381,bin,,,b4f5c841dcaf4be5cbf9f163f4e17aca8d3536c5
130:6384,bin-half,,,2a4267bb1c66b8a1f4a2f15c4571314142f170f4
130:6390,bin-full,,,befd9706489330755b9bbdbf11e00bb0ceb809e3
130:6395,bin-add,,,ef943586b78d8252eefb09d6b607abc13e89c704
130:6399,bin-minus,,,76c7a8b96e53e300d3811ca264bc79a39f035061
130:6403,calculator,,,312218c64453daffe52dfe060fcef454d58b33f3
130:6410,calendar,,,7f13cc14cde8880cde8dd4525e25071d78c0de27
130:6415,log-out,,,30071b3f32c7c1d0ebee8ad79bc14e2fe641f9e3
130:6418,log-in,,,2385eb91f4adf92921490939a2595c3fc1bf70c8
130:6422,log-denied,,,a1f34133f2fd9a3eef7ba5b601fb98fe129d531c
130:6425,type,,,03365b2d69039163057bb6a0fb47f9a68c7c69d2
130:6428,eject,,,1fd7a6a7e2aed296e1e236d80e0e615b8147628e
130:6431,dashboard,,,29de89006bb4ebc6bf786f7c06a9bb5c4819c186
130:6438,dashboard-speed,,,bb2eb5fd00963e623a6549cc5d9a29ccbc83f890
130:6447,dashboard-dots,,,e46203e6d724d2be7fbfbdffb01c014d9b91a4cf
130:6458,input-field,,,6708576f6a8340fca34ba63ee8c69ea29dc6feb0
130:6461,battery-charging,,,fcda76c771f37b2afdc310c5fba241b1055e2e7a
130:6465,finder,,,57c1c575cf4fb1e4e3fb446ef291f6ad3189ce4a
130:6471,accessibility,,,aa38c2ef58335d16472f418de1c92b9b3daae202
130:6475,web-window,,,b5d2a3c9f2242f838e5b150afb278c08c2392e56
130:6478,mac-os-window,,,982a7acb11ed1c468e49520ea212c01484cdff3f
130:6484,web-window-close,,,41d89de9bd4c1a48eae2c14540964c7fd252138e
130:6488,web-window-energy-consumption,,,34e13c303535467bf0474f3b7efe04de1ab78725
130:6492,ios-settings,,,0b2b319b3335eccc7e0c1686df9139e9a30d4ce6
130:6498,settings-profiles,,,2a4bd6efa982f20d3c6539766b1cfc7daa8ac00c
130:6501,off-tag,,,9877541d57c646d2e158013a51afcceadb76915f
130:6508,on-tag,,,49cc3e5cbb2aaeeae79463502cd6dde09b1c7b4f
130:6512,terminal,,,5021c5fc26e343a4bd9ab20880e5fddf2559f40a
130:6515,pc-mouse,,,9d48f29b020196fa60ff8b124af6fbae92156549
130:6517,mouse-button-left,,,b00cae0dc09e8c5c7cdf939d7f4b1d344ffef112
130:6520,mouse-button-right,,,702085ba12242f774b79244f4107766bec8c6060
130:6523,mouse-scroll-wheel,,,db026d82156440fa69878813bbbd26b640c5a1d2
130:6525,mac-option-key,,,a7dc4c8efba2e28cf3f7076287edabd2f146c301
130:6530,mac-control-key,,,4c6574f9e33284c4f87cb7aeeffa7b52e96676cb
130:6533,lock-key,,,f1b1de2f4e9f0a9e6eaa558b4495bfe471ff4117
130:6536,control-slider,,,7e6615a680c23d74dd314aa72abc2eb6aa1f0716
130:6539,multi-window,,,ffcc7e8f2ca75e6c87a2b2c1dbd0408c7c808bfa
130:6544,multi-mac-os-window,,,df7a0212b1d6ba993d1f3601fe3c9826e7619d19
130:6553,system-restart,,,f4465b1e8319043f3aa7fe212fea73986011e6b9
130:6562,system-shut,,,b7e9b46323c63bd25ae247ed3c8b2bf4bf9d430b
130:6565,safari,,,c40bf62710c62f92e93e67a99a9fa939c4555ce7
130:6579,cookie,,,a1085eb251de941a8f550359bd131073a717b43d
130:6588,half-cookie,,,2604bfc23b0788b65fa50b8d4c019320998d7708
130:6599,accessibility-tech,,,a886b310d765ebe0cf3d63d5aeec562677dad81d
130:6605,accessibility-sign,,,eafdd637e70e388e2586a0e08221a65b016fb893
130:6611,windows,,,1d54cefd466fb1a083686a1955d1b5563563b153
130:6615,apple-mac,,,7d7271695f7c2bc97ddea463ba7859cdd99d5280
130:6618,linux,,,ed1e19690eab624a32ca04f7331f9855df2e589c
130:6626,new-tab,,,10f4ea3959252c78808a0175f3badad05c892371
130:6630,search-engine,,,fbb89ef4e8d4f001b5b02f45fcbcd4e4324c8070
130:6633,app-window,,,cbff4d0a07eb67b305706e5a043823badeb2d3aa
130:6639,energy-usage-window,,,b65ed240d92f353ee0b2795eec25b61af91c28bc
130:6646,search-window,,,0cf8b0c9f49db93c945be11005ff4ec2958205f4
130:6653,locked-window,,,683ed0e32bbe317ff7ced0782c72c017c6a0ecf4
130:6660,select-window,,,c9ccfe4c2d07c4033469818a564e5cdb8f801d31
130:6667,no-access-window,,,7b7dcade9326855f576eef1be82b12aa1630ef05
130:6674,secure-window,,,cd71570801efa82252e74304656065e414aee2a8
130:6682,error-window,,,4f081c3aef83d53452ed9c8c080beb0eb24f7752
130:6689,reload-window,,,c17b7200e757c335c412e7f44cf5b043d5ba82e6
130:6699,warning-window,,,9ea9cade0bad1397663908bebf73a0a2a953a082
